name,address,phone,website,rating,reviews,status,lat,lng,category,commerce_mode,opening_hours,google_maps_url,onboarding_status,source
Sunrise Silver Craft,"15, Raja Market, Avenue Rd, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",080 4120 2009,,4.5,59,OPERATIONAL,12.967523,77.578637,Jewellery,C,Monday: 11:30 AM – 8:00 PM,https://maps.google.com/?cid=8513311416894992288&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Swarna Gold Covering Jewellery,"3, Pathi Market, Avenue Rd, near Balaji Temple, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",080 2291 9688,,4.3,6,OPERATIONAL,12.968883,77.57928299999999,Jewellery,C,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=11777470856205115356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
V. Gangadhar & Sons jewellery ( Wholesale Silver articles ),"shop no.1/1, 30th cross, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",096632 22616,https://nfc.dgtechsoln.com/v-gangadhar-and-sons-jewelerry-works/,4.3,9,OPERATIONAL,12.971584799999999,77.57995679999999,Jewellery,C,Monday: 11:30 AM – 8:30 PM,https://maps.google.com/?cid=17543098704536203828&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Voice of Silver,"54, Chowdeshwari Temple St, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",096639 35154,http://www.voiceofsilver-r.com/,4.9,34,OPERATIONAL,12.9690934,77.5797663,Jewellery,C,Monday: 11:00 AM – 9:30 PM,https://maps.google.com/?cid=13375111386905995439&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Bangalore musicals,"Old Taluk Cutchery Rd, Akkipet, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",080883 83426,,4.7,23,OPERATIONAL,12.972356099999999,77.57243869999999,Musical Instruments,C,Monday: 9:00 AM – 8:30 PM,https://maps.google.com/?cid=9010988420938592472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Bharath Harmonium Works,"366, Old Taluk Cutchery Rd, near Balepet Circle, opposite Lane Of Hindustan Trading, Sowrashtrapet, Chickpet, Bengaluru, Karnataka 560053, India",090360 93711,,4.3,84,OPERATIONAL,12.9711567,77.5733394,Musical Instruments,C,Monday: 11:00 AM – 7:30 PM,https://maps.google.com/?cid=2836418448189839197&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Chandra Harmonium Works,"No.53, 1, Old Taluk Cutchery Rd, near Swami Vivekanand Statue, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",093423 55796,,4.2,223,OPERATIONAL,12.971734,77.57321519999999,Musical Instruments,C,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=1784257873049843867&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Ganesh Musicals,"#540, Seshmal Building O.T.C. Road, Chickpet Opp, Entrance of Karnataka Bank Ltd. Bangalore-560 053, India, Upparpete, Chickpet, Bengaluru, Karnataka 560053, India",080 2220 1402,,4.2,141,OPERATIONAL,12.9715236,77.573619,Musical Instruments,C,Monday: 11:00 AM – 8:00 PM,https://maps.google.com/?cid=12910774135977548780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Shantha Tabla Works,"382, Old Taluk Cutchery Rd, opp. L V Temple, near balepet, Sowrashtrapet, cercle, Bengaluru, Karnataka 560053, India",098440 27006,http://www.shanthamusic.com/,4.4,312,OPERATIONAL,12.9716376,77.57311610000001,Musical Instruments,C,Monday: 9:00 AM – 7:00 PM,https://maps.google.com/?cid=13043343683781259901&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sree Sai Balaji Musicals,"527, Old Taluk Cutchery Rd, near Akkipet, Akkipet, Upparpete, Circle, Bengaluru, Karnataka 560053, India",080506 83363,https://sai-balaji-musicals.blogspot.com/,4.6,74,OPERATIONAL,12.972221099999999,77.5726043,Musical Instruments,C,Monday: 9:30 AM – 9:30 PM,https://maps.google.com/?cid=11441528135645024102&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri Sapta Swara Musicals,"51/1, 2nd Cross Rd, Sowrashtrapet, Chickpet, Bengaluru, Karnataka 560053, India",,,5,60,OPERATIONAL,12.9719053,77.5724954,Musical Instruments,C,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=148869607525310807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri Srinivasa Harmonium Works,"21/2, L.v. Temple Street, Old Taluk Cutchery Rd, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",,,4,51,OPERATIONAL,12.9714232,77.573269,Musical Instruments,C,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=3706940595112535457&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Veena Musicals (Chickpet),"Subodh Bhawan, 6/2, Old Taluk Cutchery Rd, Sowrashtrapet, Chickpet, Bengaluru, Karnataka 560053, India",080 2225 7780,,4.1,345,OPERATIONAL,12.971390999999999,77.57313620000001,Musical Instruments,C,Monday: 12:00 – 8:30 PM,https://maps.google.com/?cid=630216302632466529&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
AMEEN ENTERPRISES,"Shop No. 19/3, Ev Lane, Thigalarpet, near HDFC Bank ATM, S.P Road Cross, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",086180 05856,https://ameenenterprises.co/,4.9,39,OPERATIONAL,12.965810399999999,77.5819041,Packing Materials,B,Monday: 9:00 AM – 6:30 PM,https://maps.google.com/?cid=2294350392614291998&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Ambika Packaging,"shop 1, 9/1, KV Temple Street Cross, Sowrashtrapet, Sultanpete, Bengaluru, Karnataka 560053, India",080 2287 1319,https://www.ambikapackaging.in/,3.6,59,OPERATIONAL,12.9702954,77.57308019999999,Packing Materials,B,Monday: 11:00 AM – 7:30 PM,https://maps.google.com/?cid=13753724090722753655&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Arihant Paper Packs,"432, Avenue Rd, Ragipet, KR Market, Mamulpet, Chickpet, Bengaluru, Karnataka 560002, India",098441 34783,http://wee.packnserve.in/,4.2,48,OPERATIONAL,12.966016999999999,77.5776103,Packing Materials,B,Monday: 11:00 AM – 7:30 PM,https://maps.google.com/?cid=804097856191431495&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Balaji Plastics NX,"440, Avenue Rd, Ragipet, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",086193 24558,https://balajiplastics2019.blogspot.com/2022/04/silver-trays.html,4.6,49,OPERATIONAL,12.9663331,77.5778946,Packing Materials,B,Monday: 10:00 AM – 10:00 PM,https://maps.google.com/?cid=12228688723003469084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
DHANALAKSHMI CORPORATION,"Diwan Khan Ln, 34, Old Kasai Rd, opposite Basavanraja Market, Medarpet, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",078294 68996,,4.2,21,OPERATIONAL,12.9672333,77.57865749999999,Packing Materials,B,Monday: 9:30 AM – 9:30 PM,https://maps.google.com/?cid=16403754874753740029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Hansa packaging,"K.R. Market Avenue Road Old Tharagupet, Mamulpet, Ragipet, KR Market, Ranasinghpete, Chickpet, Bengaluru, Karnataka 560002, India",080 4151 6360,,3.6,36,OPERATIONAL,12.9663566,77.577753,Packing Materials,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=9356200364989300684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
M S Products,"No 286, Avenue Rd, Kumbarpet, Ganigarpet, Chickpet, Bengaluru, Karnataka 560002, India",094484 50962,https://sites.google.com/view/msproductsblr/home,4,11,OPERATIONAL,12.967412999999999,77.5784288,Packing Materials,B,Monday: 10:00 AM – 7:30 PM,https://maps.google.com/?cid=15264949791898999100&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahaveer Packaging,"S No 34, Street, Sethu Rao Rd, SKR Market, KR Market, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",080 4124 3727,,4.5,10,OPERATIONAL,12.966626,77.575875,Packing Materials,B,Monday: 7:00 AM – 8:00 PM,https://maps.google.com/?cid=492737045313018834&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
P P Packaging,"31, Khan Plaza, Avenue Road Cross, near Kumar Store, Medarpet, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",080 4153 1417,,4.1,15,OPERATIONAL,12.967138400000001,77.5789554,Packing Materials,B,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=14824969058390524547&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Paras packaging & co,"44/1, Avenue Rd, opp. to shivam trading co, Ragipet, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",,,4.6,46,OPERATIONAL,12.9663253,77.5778079,Packing Materials,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=12621073588789641733&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Raghavendra impex,"83/6, GP St, cross bandimodu, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",099162 14441,,4.9,7,OPERATIONAL,12.9670142,77.5764488,Packing Materials,B,Monday: 8:30 AM – 8:30 PM,https://maps.google.com/?cid=4760819096489750260&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Rakesh Plastics,"No 83, Near-Govt High School Mamulpet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",088844 61998,,3.9,43,OPERATIONAL,12.9688523,77.5752763,Packing Materials,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=14838065219274739649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Rekha Packaging & Company,"438, Avenue Rd, Ragipet, KR Market, Dodpete, Chickpet, Bengaluru, Karnataka 560002, India",098457 40569,,3.6,10,OPERATIONAL,12.9662287,77.57786329999999,Packing Materials,B,Monday: 9:30 AM – 7:00 PM,https://maps.google.com/?cid=7400161347774435521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Siddharth Marketing,"No.33, Old Tharagupet Road, Ragipet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",099162 44486,https://www.youtube.com/watch?si=2ZWt3QwikeZjMrP0&v=eE-RhnlsDp8&feature=youtu.be,3.6,81,OPERATIONAL,12.967164499999999,77.57687349999999,Packing Materials,B,Monday: 10:00 AM – 7:30 PM,https://maps.google.com/?cid=5503185411955859438&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sree Venkateshwara Enterprises,"3, KV Temple Street Cross, Manavarthipet, Sowrashtrapet, Chickpet, Bengaluru, Karnataka 560053, India",080738 31598,https://www.sreevenkateswaraenterprises.com/,4.1,8,OPERATIONAL,12.9702016,77.5730368,Packing Materials,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=9229920273725505769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Swastik Impex,"AS Char St, opp. to Hotel Raghavendra Prasanna, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",094834 45639,,4.5,6,OPERATIONAL,12.968942499999999,77.5753142,Packing Materials,B,Monday: 10:00 AM – 9:00 PM,https://maps.google.com/?cid=13225334918902035208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
The reliance packaging co,"No 42/43, A S street, BVK Iyengar Rd, Jolly Mohalla, Ranasinghpete, Sultanpete, Bengaluru, Karnataka 560053, India",090082 26091,,4.1,13,OPERATIONAL,12.9655109,77.5736311,Packing Materials,B,Monday: 8:00 AM – 8:00 PM,https://maps.google.com/?cid=14304425747215616948&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Bangalore paper products,"568, Chickpet Rd, Basettypet, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",098446 76107,,4.7,3,OPERATIONAL,12.9709703,77.5740418,Paper/Stationery,A,Monday: 10:00 AM – 10:00 PM,https://maps.google.com/?cid=886756002710941667&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Hindustan Handmade Paper Products,"Circle, 170, 1, Sultanpete Main Rd, Sowrashtrapet, Sultanpete, Bengaluru, Karnataka 560053, India",099861 09356,,5,3,OPERATIONAL,12.9696815,77.57249949999999,Paper/Stationery,A,Monday: 10:00 AM – 7:30 AM,https://maps.google.com/?cid=10961875993617013103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
MERCURY PAPER AGENCIES,"P.B.No7917, No9, Srinath Building, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",099802 69302,,4.9,20,OPERATIONAL,12.969260499999999,77.57282699999999,Paper/Stationery,A,Monday: 10:30 AM – 6:00 PM,https://maps.google.com/?cid=4671601125604443408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
"Mahaveer Papers (Stockist of Imported Black, Kraft and Fine Papers)","Vasti Mall, 110, Cottonpet Main Rd, opp. to Purvi Plaza, Ranasinghpete, Sultanpete, Bengaluru, Karnataka 560053, India",080 4989 1846,,5,8,OPERATIONAL,12.967492199999999,77.5702787,Paper/Stationery,A,Monday: 10:00 AM – 7:00 PM,https://maps.google.com/?cid=15118311565357876841&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mangal Paper Agencies,"164/3, Sultanpete Main Rd, Sowrashtrapet, Chickpet, Bengaluru, Karnataka 560053, India",080 2287 6018,,4.2,11,OPERATIONAL,12.969843,77.57218999999999,Paper/Stationery,A,Monday: 9:00 AM – 9:00 PM,https://maps.google.com/?cid=6497408172063744693&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Meera Paper Agencies,"NO.17, G- block, Balaji Complex, E Block, Manivartapete, Chickpet, Bengaluru, Karnataka 560053, India",094800 87381,,5,4,OPERATIONAL,12.9687602,77.5728103,Paper/Stationery,A,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=8993244103007905301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mysore Paper Corporation,"D-13, Balaji Complex, #125, Sultanpet, E Block, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",094482 96364,,3,9,OPERATIONAL,12.968544099999999,77.5729447,Paper/Stationery,A,Monday: 9:00 AM – 8:00 PM,https://maps.google.com/?cid=14914618656609479481&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Padmashree Paper Mart,"Shop No.#164, A, Akkipete Main Rd, Sowrashtrapet, Sultanpete, Bengaluru, Karnataka 560053, India",080 2225 3709,,4.7,234,OPERATIONAL,12.969879,77.572159,Paper/Stationery,A,Monday: 10:30 AM – 9:00 PM,https://maps.google.com/?cid=13334738875202459900&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Rajasthan Paper Agencies,"225, Raja market, Avenue Rd, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",080 4132 3739,,4.2,19,OPERATIONAL,12.967783899999999,77.5787367,Paper/Stationery,A,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=15373046244838080722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
SARASWATHI PAPER MART - PAPER DEALER,"No-37, 1st floor, KV Temple Street Cross, Santhusapet, Sultanpete, Bengaluru, Karnataka 560053, India",080 2220 7404,https://www.indiamart.com/saraswati-paper-mart/,4.8,6,OPERATIONAL,12.9695447,77.5731794,Paper/Stationery,A,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=10723884059913842471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
SREE BALAJI TRADERS S.SANTOSH,"SREE BALAJI TRADERS ( S.SANTOSH 45, 2nd Main Rd, opp. Minto hospital, New Tharagupet, Bengaluru, Karnataka 560002, India",098452 91749,,4.5,90,OPERATIONAL,12.963791500000001,77.57158199999999,Paper/Stationery,A,Monday: 10:30 AM – 8:00 PM,https://maps.google.com/?cid=10503893753101809037&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
SRINIVAS PAPERS,"No 30 Shreekrupa, 53, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",098456 93173,https://srinivaspapers.com/,5,4,OPERATIONAL,12.969693399999999,77.5736036,Paper/Stationery,A,Monday: 10:00 AM – 7:00 PM,https://maps.google.com/?cid=12585576600885844022&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Sri Navarang Paper Products,"S. S. K, Shop number 6, Sangam Building, KV Temple Street Cross, Sowrashtrapet, Sultanpete, Bengaluru, Karnataka 560053, India",098444 75401,,3.7,12,OPERATIONAL,12.970645099999999,77.57337129999999,Paper/Stationery,A,Monday: 10:30 AM – 8:30 PM,https://maps.google.com/?cid=15268218968268763246&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
ANAND PHARMA,"Cottonpet Main Rd, Akkipete, Chickpet, Bengaluru, Karnataka 560053, India",,,5,3,OPERATIONAL,12.971097499999999,77.5703019,Pharma,B,Monday: 10:00 AM – 8:15 PM,https://maps.google.com/?cid=13951477870178446257&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
BALAJI PHARMA ASSOCIATES,"53/1 1st & 2nd floor, M, Byrappa Ln, Police Rd, Ranasinghpete, Cottonpete, Bengaluru, Karnataka 560053, India",098451 86045,,5,5,OPERATIONAL,12.9668054,77.570977,Pharma,B,Monday: 10:30 AM – 7:00 PM,https://maps.google.com/?cid=13408450080799214061&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Devendra Drug House,"17/2&3, Venkateswara Nilaya, GK Temple St, Basettypet, Cross, Chickpet, Bengaluru, Karnataka 560053, India",098863 69990,,3,4,OPERATIONAL,12.9709582,77.57461769999999,Pharma,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=16204978969201955259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Harsha distributors Pharma and Surgicals,"2, 41, Bull Temple Rd, Basavanagudi, Bengaluru, Karnataka 560018, India",088849 55584,,5,31,OPERATIONAL,12.958483900000001,77.5672419,Pharma,B,Monday: 9:00 AM – 10:00 PM,https://maps.google.com/?cid=15125382684154041876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Healthcare Agencies,"1st floor 384, Old Taluk Cutchery Road, circle, near balepet, Upparpete, Chickpet, Bengaluru, Karnataka 560053, India",094483 87068,https://healthcare-agencies.grexa.site/,5,74,OPERATIONAL,12.971844899999999,77.5729865,Pharma,B,Monday: 11:00 AM – 6:00 PM,https://maps.google.com/?cid=7498093004868428985&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Hindustan Pharma Distributors,"2nd & 3rd Floor, Aruna Complex, 76-1, JC Rd, above Corporation bank, Kalasipalyam New Extension, Kalasipalya, Bengaluru, Karnataka 560002, India",080 4224 8585,http://www.hindustandrughouse.com/,4.5,10,OPERATIONAL,12.9589844,77.58243159999999,Pharma,B,Monday: 8:30 AM – 6:30 PM,https://maps.google.com/?cid=16087600831918893544&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Jsp Distributor,"71, Dr, TCM Royan Rd, Subhash Nagar, Cottonpete, Bengaluru, Karnataka 560053, India",,,5,2,OPERATIONAL,12.968535500000002,77.5679859,Pharma,B,Monday: 9:00 AM – 8:00 AM,https://maps.google.com/?cid=2295145492549046746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mahadev Pharma and Surgicals,"16, Obaiah Ln, Akkipete, Cottonpete, Bengaluru, Karnataka 560053, India",,,4.8,5,OPERATIONAL,12.970725799999999,77.57058479999999,Pharma,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=7542739628424369818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mangalmurty Pharma,"14/1, RB Ln, near Jain Temple, Akkipete, Chickpet, Bengaluru, Karnataka 560053, India",093412 66478,,5,1,OPERATIONAL,12.9703729,77.5713861,Pharma,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=1807902882798326116&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Mascot Pharma,"5/, Ground Floor, Shop 5 & 6, Beli Mutt Rd, Subhash Nagar, Cottonpete, Bengaluru, Karnataka 560018, India",080 4122 0333,https://shopsurgicals.com/,4.5,38,OPERATIONAL,12.9683431,77.5676512,Pharma,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=9152039897479449825&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
PHARMA LINKS AGENCIES,"275- P-SQUARE, A.V. ROAD, 1st Main Rd, Anandapuram, Chamrajpet, Bengaluru, Karnataka 560018, India",080 6960 9999,http://www.pharmalinks.in/,4.8,17,OPERATIONAL,12.9605578,77.5663287,Pharma,B,Monday: 10:30 AM – 7:00 PM,https://maps.google.com/?cid=18088377646486263331&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
PRADEEP DISTRIBUTORS,"1 St Floor, Sri Manjunatha Krupa, N0-48/4, Raghavendra Colony 5th Main Rd, near raghvendra swamy mutt, Raghavendra Colony, Chamrajpet, Bengaluru, Karnataka 560018, India",090190 89175,http://www.pradeep-distributors.business.site/,4.9,209,OPERATIONAL,12.9546926,77.5625692,Pharma,B,Monday: 10:00 AM – 8:00 PM,https://maps.google.com/?cid=14828972010769576160&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Pharma Lines,"No 52, Ascot Srinivas, AS Char St, near Chickpet, Jolly Mohalla, Mamulpet, Sultanpete, Bengaluru, Karnataka 560053, India",098440 84024,https://site.dgtechsoln.com/pharma-lines/,3.8,4,OPERATIONAL,12.965797199999999,77.5737126,Pharma,B,Monday: 10:30 AM – 7:30 PM,https://maps.google.com/?cid=8546790443824658297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
Praveen Pharma Bangalore,"8, Jolly Masjid Rd, Jolly Mohalla, Ranasinghpete, Sultanpete, Bengaluru, Karnataka 560053, India",080 4203 5055,http://www.praveenpharma.com/,4.7,7,OPERATIONAL,12.965539999999999,77.570467,Pharma,B,Monday: 10:30 AM – 6:30 PM,https://maps.google.com/?cid=17492501940438197300&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending,Google Maps API
