name,category,commerce_mode,rating,reviews,phone,address,google_maps_url,onboarding_status
Chimanlal & Co,Textile,B,4.5,46.0,080 2287 2697,"L J Complex, 105/5, DS Ln, behind P V R SILKS, Kumbarpet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3648863189121687574&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Balepet Circle,General,B,4.7,44.0,,"XHCF+CGQ, Balepete Main Rd, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=106655565202100952&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Merlecha Diamonds (Govt. Approved Valuer Of Jewellery),Jewellery,C,4.8,43.0,098450 47251,"F-1 1st Floor, Malkala Market, Chowdeshwari Temple St, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=812176580288980939&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
SHRIDHAR,Dry Fruits,A,4.8,43.0,095900 20907,"16,, Ragipet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=10096766250213279623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Swastik Jewellery,Imitation Jewellery,B,4.9,42.0,094486 80571,"Metro Station, 44, AS Char St, near Chickpet, O.T.Pet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=466799664700896604&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Srinivasa Harmonium Works,Musical Instruments,C,4.0,51.0,,"21/2, L.v. Temple Street, Old Taluk Cutchery Rd, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3706940595112535457&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
POOJA STATIONERS AND GIFTS,Stationery,A,4.4,46.0,099456 81964,"Building No 181 KILARI Road, Avenue Rd, Cross, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=5040105625653121140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Jewel Mart,Jewellery,C,4.3,47.0,074119 25925,"830,831, Gate #1, 832, Nagarathpet Main Rd, opp. Raja market, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=1983483665758619513&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Muthas Mahaveer Jewellers,Jewellery,C,4.9,41.0,080 4169 5889,"Mutha Towers, 45, Rangaswamy Temple St, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=1118961420358870784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
KPS Silver or KPS JEWELLERS,Jewellery,C,4.1,48.0,080 4153 0099,"905, Nagarathpet Main Rd, Medarpet, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=3054551137486859103&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Lilan Card Creation,Wedding Cards,B,5.0,39.0,090361 83425,"23, KV Temple Street Cross, 2nd cross, Sowrashtrapet, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=12463183899611196221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Rajeshwari Card Palace,Wedding Cards,B,4.5,43.0,094488 37861,"Shop No, XH9F+M8C, 125, Sultanpete Main Rd, E Block, Manivartapete, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=5112039516400083407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mahalakshmi Gift House,Return Gifts,A,4.5,43.0,099022 42228,"15-D C, S.T. Street, Ragipet, Kumbarpet, Cross, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=4499702700283463697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mahaveer Sanitary,Hardware,B,4.6,42.0,099643 16103,"Shop no 1/2, Ground floor, 3rd Cross, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=9552756582442298931&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Amar Stationers,Stationery,A,4.6,42.0,094807 07650,"89/1, BT St, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=14750127296827093521&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Ajantha Jewellers,Jewellery,C,4.3,44.0,080 2221 2641,"No. 69, Paradise Mansion, Avenue Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=1558299327841816678&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Rajdeep Paper Products,Gift Bags,B,4.0,47.0,080954 07962,"Balaji Complex, 125/9/2, Sultanpete Main Rd, E Block, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=6576337913767918865&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Preethi stationery mart,Stationery,A,4.9,38.0,070225 74716,"Gundopanth St, City Market, KR Market, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=5438807285336526728&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Jhankar International,Textile,B,4.2,44.0,099647 87122,"number 34 RT Street 26 cross 1st floor sree kanteswara krupa M. Laxman rao, road, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=6917974373914125201&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Ronit Hardware,Hardware,B,4.6,40.0,098443 42434,"50/1, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=7739520924574503175&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Pavitra Stationery,Stationery,A,4.7,39.0,098863 21199,"626, Avenue Rd, near SBI bank, Anchepet, Chickpet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=14739378500144852602&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Meenakshi Electric Corporation- Anchor electrical product Distributor,Electrical,B,4.2,43.0,099801 08100,"No 8, santha veeraiah lane, Chickpet Rd, near Sudarshan silks, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=12034818438813756806&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Lakshmi Jewellery Mart,Jewellery,C,5.0,36.0,098443 84854,"494, Avenue Rd, Kumbarpet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=15335381677872615131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Vaibhaav Hardware Pvt Ltd.,Hardware,B,4.1,43.0,080 4114 3839,"29, 24th Cross, Kilari Rd, opposite C B Bhandari College, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=11125491750386779436&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Ganesh Silver,Jewellery,C,5.0,35.0,080 4131 5575,"#842, Raj Complex, shop no.5, Ground Floor, Suguna murti matt Lane,, Nagarthpet Cross, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=8388500718969885751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Adeshwar Diamond,Jewellery,C,5.0,35.0,,"Devi Krupa building, 16/86, Chowdeshwari Temple St, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=16609429720612703135&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Pawan Sanitary & Hardware,Hardware,B,4.1,42.0,080 4132 7266,"164, Kumbarpet Main Road, Near-Masjid, S P Road, Ragipet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=1884134204361361423&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mahendra Textiles - Wholesale Designer Sarees Collection,Textile,B,4.8,35.0,080 4124 9900,"B-34, DS Ln, Ragipet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=13584263155370052479&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Rakesh Plastics,Packing Materials,B,3.9,43.0,088844 61998,"No 83, Near-Govt High School Mamulpet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=14838065219274739649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
MAA PADMAVATI ELECTRICALS,Electrical,B,4.9,34.0,097425 91136,"91 shop no.2 srinidhi complex Lakshman rao road, Balepete Main Rd, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3808358164875741309&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mahalaxmi Hardware,Hardware,B,4.7,35.0,080 4120 9201,"Building Number 134, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=13684922441826162558&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Bangalore Button Centre,General,B,3.8,43.0,080 2222 0651,"129, Mahavir Plaza, Near-Basavaraj Market, Kumbarpet, Ragipet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=11414477845835458248&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Rachna Fabrics,Textile,B,4.8,34.0,095914 93321,"53, Choudhary Circle, Choudhary Tower, 53, DK Ln, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=4066252078559211827&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
RAJ FASHIONS wholesale fancy unstiched dress materials,Textile,B,4.5,36.0,088619 64967,"No :- 12, Shanti Bhawan, opp. PVR SILKS AND SAREES, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=5276653621399877332&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Laxmi Hardware and Electricals,Hardware,B,4.5,36.0,080 4114 4651,"No 2, ground floor 4th cross, A.M lane, Chickpet Rd, near Ram mandir, Basettypet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=9955817309828285935&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Navyug Textiles Agency,Textile,B,4.9,33.0,087470 33541,"No 70, 2nd floor, Ambica cloth market, T N Shetty Ln, Cross, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=824975557781241060&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
PAYAL CASH AND CARRY Shirts,General,B,4.8,33.0,099643 03232,"Gate no 5, Shop no. B4/B5, Sri Balaji Complex, Ground floor, Sultanpet, B, Block No.125, E Block, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=6144938916170764711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Suman Silver Collections,Jewellery,C,4.4,36.0,095383 83859,"912, Nagarathpet Main Rd, Medarpet, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=1341995083514399369&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Shree Cosmetics And Decoration,Cosmetics,A,4.8,33.0,096864 60046,"No 8 1st Floor, S R Complex, PS Char Ln, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=4296243584771207450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Harsha distributors Pharma and Surgicals,Pharma,B,5.0,31.0,088849 55584,"2, 41, Bull Temple Rd, Basavanagudi, Bengaluru, Karnataka 560018, India",https://maps.google.com/?cid=15125382684154041876&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Wedding gift house,Gift Bags,B,4.3,36.0,063600 19519,"Char Street.40, 3rd floor , K.V, Cross, H Ramaiah Ln, Jolly Mohalla, Ranasinghpete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=17253923498006679635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sapthagiri Wedding cards,Wedding Cards,B,4.5,34.0,091135 02544,"#88, Balepete main road, Srinivasa Mandira, road, opp. to Udupi Sri Krishna Bhavan hotel, Basettypet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=9422759815563889335&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
amyzone,General,B,4.9,31.0,,"116, Sultanpete Main Rd, E Block, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3924473300207074270&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Diwan Traders,General,B,4.3,35.0,098456 85495,"312, Old Tharagupete Rd, Ragipet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3547349471529035563&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Deepa Jewellers,Jewellery,C,4.4,34.0,098453 42123,"848, Nagarathpet Main Rd, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=2031107905992359185&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
ANJANEYA COSMETIC AND FANCY,Cosmetics,A,3.3,45.0,098793 00949,"ground Floor, NO 261, AS Char St, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=391075739629316219&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Balaji Dry Fruits,Dry Fruits,A,4.9,29.0,090019 55761,"Ground floor, No. 38, Sri Balaji Traders, 560018, New Tharagupet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=9332709817230227651&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Param Mitar Hardware and sanitary,Hardware,B,5.0,28.0,063007 47403,"13/3 , 24th cross, Kilari Rd, near udaya school, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3360945329839275038&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Paras Hosiery,Garments,B,5.0,28.0,080 4132 5375,"14, 14th Cross Rd, near Lal Building, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3037586513624502983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Swagath Cards,Wedding Cards,B,4.3,32.0,080881 12149,"No. 36/17, Indra Bhavan Lodge Building, PS Char Ln, near Bale Pet, near police station, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=5103350538562342344&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Jay Rajendra Traders,Steel/Utensils,B,4.3,32.0,080 4151 6502,"29/1, opp mhaveer plaza, kaddi venkatachalaiah street, metro station, near chickpet, Jolly Mohalla, Ranasinghpete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=2630181822769361471&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mahima hardware and sanitary,Hardware,B,4.7,29.0,,"37, Hospital Rd, near K G, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=15400439458602282565&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mayur white metals | German silver items & Wedding return gifts,Return Gifts,A,4.7,29.0,087628 36267,"147, Avenue Rd, Kumbarpet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=1242005545155891086&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Anmol Hardware,Hardware,B,4.3,31.0,080 4132 4646,"49, Sakaria Niwas Kilrai Road B V K, BVK Iyengar Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=9039843016033426571&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Ramdev Fashion - Wholesaler ladies clothing,Textile,B,4.9,27.0,094814 57208,"No.05, sajjansha market, Chickpet Rd, opp. Raghavendra swamy temple, Santhusapet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=13743306039388059279&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
K. Ebrahim Baig & Co - Pansari Store,General,B,4.5,29.0,097406 82228,"399, Avenue Rd, Ragipet, KR Market, Mamulpet, Chickpet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=16962370877262672005&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Hansa packaging,Packing Materials,B,3.6,36.0,080 4151 6360,"K.R. Market Avenue Road Old Tharagupet, Mamulpet, Ragipet, KR Market, Ranasinghpete, Chickpet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=9356200364989300684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Jagadamba Toys,Toys,A,4.6,28.0,088844 63891,"Shop No. 17, Old Tharagupete Rd, Ragipet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=6265449819661972297&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Matching Creations,Textile,B,4.4,28.0,099014 08661,"Ground floor, Chickpet plaza, Chickpet Rd, Ragipet, Huriopet, Chickpet, Bengaluru, Karnataka 560085, India",https://maps.google.com/?cid=16392491280760055629&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Riya gift Zone,Gift Bags,B,4.2,28.0,080959 22929,"296, Avenue Rd, Ragipet, KR Market, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=6478922552287352787&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Rashmi steels,Steel/Utensils,B,4.6,25.0,095906 25626,"Shop No.563, Circle, Old Taluk Cutchery Rd, opp. Komarla Towers, Basettypet, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=14715680149842498343&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
GSR GRAND SILVER JEWELLERY,Jewellery,C,4.7,24.0,091418 74248,"88/1, B.T street, Diwan Khan Ln, behind rice memorial church, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=3077600488227528370&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
"Pink City Co.,",Garments,B,4.9,23.0,098443 37718,"Metro Station, 96/3, next to Metro Plaza, near Chickpet, O.T.Pet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=8389530705112846301&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
PATEL TOYS,Toys,A,4.1,27.0,099503 41006,"7, P. S. Lane, Ragipet, KR Market, cross, Chickpet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=14709116478390253426&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mohit Dry Fruits & Spices,Dry Fruits,A,4.8,23.0,083065 16212,"Shop No 10, Pooja Avenue Complex, O.T.Pet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=15645174207562578124&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Akash Hardware & Sanitaryware,Hardware,B,4.8,23.0,098865 95687,"1, 5th Cross, Kilari Rd, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=12442960752859568597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Poonam hi fashion,Textile,B,4.2,26.0,,"2nd floor, C.M.A Shopping complex, 22, Chickpet Rd, opp. varamahalakshmi silks, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=1943319599970567275&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Bangalore musicals,Musical Instruments,C,4.7,23.0,080883 83426,"Old Taluk Cutchery Rd, Akkipet, Balepete, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=9010988420938592472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Mahalakshmi Silk Traders,Textile,B,4.9,22.0,074831 63757,"34, DK Ln, near Ashwin complex, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=13613620932842942450&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Gajanand Jewellers,Jewellery,C,4.2,25.0,080 4092 0683,"24, DK Market, 1st Floor, Kempanna Lane, Nagrathpet Cross, Opp Gokul Complex, Kumbarpet, Ganigarpet, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=8707231435285543108&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Roopa Balaji supplys,General,B,4.6,22.0,090369 66442,"20/2, 3rd Main Rd, New Tharagupet, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=16364422615993474210&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Champaklal & Co.,Textile,B,5.0,20.0,080 2226 0208,"32, DK Ln, Cross, Anchepet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=504715536336831038&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Sri Bhima Jewellers,Jewellery,C,5.0,20.0,,"51, Ramesh dhanalakshmi market, Nagarathpet Main Rd, Thigalarpet, Kumbarpet, Dodpete, Nagarathpete, Bengaluru, Karnataka 560002, India",https://maps.google.com/?cid=5375706574446395730&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
Bhawani stationery world,Stationery,A,4.7,21.0,094492 93788,"Shop No7 Ground floor 1st and 2nd floor, Ragipet, Old Tharagupet, Mamulpet, Chickpet, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=15934615767342625008&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
MERCURY PAPER AGENCIES,Paper/Stationery,A,4.9,20.0,099802 69302,"P.B.No7917, No9, Srinath Building, Manivartapete, Sultanpete, Bengaluru, Karnataka 560053, India",https://maps.google.com/?cid=4671601125604443408&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,pending
